,Location,latitude,longitude
10114,412 BRANDON AVE,38.0312734,-78.5038962
10115,523 PARK ST,38.0342248,-78.4762963
10116,910 KING ST,38.0294078,-78.4958162
10117,911 KING ST,38.0295135,-78.49600650000001
10118,152 BURNET ST,38.0227842,-78.48742589999999
10119,804 LYMAN ST,38.027424,-78.4737952
10120,1505 EARLY ST,38.0182271,-78.48467339999999
10121,1413 HAMPTON ST,38.0187982,-78.4677572
10122,1110 MONTROSE AVE,38.0185709,-78.47370699999999
10123,1109 MONTROSE AVE,38.0189021,-78.4736515
10124,1502 GREEN ST,38.0166341,-78.4809441
10125,508 ROUGEMONT AVE,38.0177369,-78.4875591
10126,1516 ROSA TERR,38.018727,-78.486228
10127,1512 ROSA TERR,38.018873,-78.486167
10128,740 1ST STREET S,38.0247842,-78.4845402
10129,206 5TH STREET NE,38.0307768,-78.47788059999999
10130,1200 RIALTO ST,38.0197434,-78.4804022
10131,608 CABELL AVE,38.04136700000001,-78.4973289
10132,210 MEADE AVE,38.0270103,-78.4667248
10133,111 HARTMANS MILL RD,38.0191188,-78.4879143
10134,136 MADISON AVE,38.0374271,-78.50140929999999
10135,555 17TH STREET NW,38.0409821,-78.49981129999999
10136,34 UNIVERSITY AVE,38.0367289,-78.50338289999999
10137,234 SUNSET AVE,38.0187177,-78.5185863
10138,105 SHASTA CT,38.0131051,-78.5105086
10139,509 MOSELEY DR,38.0150813,-78.5069578
10140,759 ORANGEDALE AVE,38.022426,-78.497472
10141,2427 JEFFERSON PARK AVE,38.0212637,-78.5154901
10142,2525 WOODLAND DR,38.018538,-78.5117957
10143,132 LONGWOOD DR,38.0293059,-78.47667810000002
10144,16 MOBILE LN,38.0126317,-78.51605649999999
10145,225 MONTE VISTA AVE,38.0147774,-78.51463629999999
10146,106 PARK LN W,38.017089,-78.511701
10147,1151 EMMET ST N,38.0521329,-78.4998044
10148,1107 EMMET ST N,38.0522345,-78.50210830000002
10149,1115 EMMET ST N,38.05180800000001,-78.50156
10150,501 HANOVER ST,38.027054,-78.50132049999999
10151,1638 MULBERRY AVE,38.0224061,-78.5092214
10152,1004 PAGE ST,38.0353077,-78.49399609999999
10153,301 10 1/2 STREET NW,38.0357232,-78.4944845
10154,346 11TH STREET NW,38.0374426,-78.4941293
10155,1600 DELMAR DR,38.0499614,-78.4833415
10156,1017 FOREST HILL AVE,38.02555479999999,-78.4968816
10157,1001 RIDGE ST,38.0193831,-78.4943069
10158,1607 CABELL AVE,38.043987,-78.492384
10159,119 WESTWOOD CIR,38.0433127,-78.4816989
10160,921 HENRY AVE,38.039998,-78.487985
10161,927 HENRY AVE,38.040177,-78.4883582
10162,1511 UNIVERSITY AVE,38.0350239,-78.50039880000001
10163,336 RIVERSIDE AVE,38.025527,-78.4542244
10164,300 CHERRY AVE,38.0258962,-78.4889724
10165,771 PROSPECT AVE,38.021931,-78.4967549
10166,608 11TH STREET NW,38.0395725,-78.4929751
10167,1429 WESTWOOD RD,38.0444374,-78.4815213
10168,1108 HILLTOP RD,38.049189,-78.49368539999999
10169,1300 HILLTOP RD,38.0500068,-78.49265749999999
10170,1305 CHERRY AVE,38.0259887,-78.50127619999999
10171,400 16TH STREET NW,38.0398937,-78.4984642
10172,100 LOCUST LN,38.0450954,-78.4593982
10173,705 PINE ST,38.026745,-78.49485899999999
10174,320 CARLTON RD,38.020725,-78.47073209999999
10175,1906 JEFFERSON PARK AVE,38.0272615,-78.5118584
10176,1816 JEFFERSON PARK AVE,38.0281458,-78.51017259999999
10177,606 CABELL AVE,38.0411819,-78.4972611
10178,609 9TH STREET SW,38.0263961,-78.49535689999999
10179,507 VALLEY CIR,38.0303806,-78.5056705
10180,475 FRANKLIN ST,38.0202902,-78.46325010000001
10181,804 GILLESPIE AVE,38.0340776,-78.4646489
10182,1100 THOMAS DR,38.0261906,-78.50658539999999
10183,106 RAYMOND AVE,38.0232786,-78.51410159999999
10184,764 ORANGEDALE AVE,38.022011,-78.497148
10185,2505 WESTERLY AVE,38.0244096,-78.5208497
10186,401 BRANDON AVE,38.0320546,-78.5036722
10187,1412 FOREST RIDGE RD,38.0239534,-78.4984352
10188,1702 MONTICELLO RD,38.0162284,-78.4731298
10189,209 2ND STREET SW,38.0298901,-78.482942
10190,316 10TH STREET NE,38.0305233,-78.4720198
10191,104 CLARKE CT,38.0269468,-78.5151245
10192,"400 4TH STREET NE
",38.032316,-78.47817649999999
10193,115 PIEDMONT AVE N,38.0269907,-78.5190313
10194,835 RIDGE ST,38.0209889,-78.4927976
10195,426 MONROE LN,38.0314293,-78.5027004
10196,619 GROVE AVE,38.0335978,-78.4688672
10197,1407 BAKER ST,38.02604729999999,-78.5026966
10198,2001 JEFFERSON PARK AVE,38.027,-78.5130307
10199,111 MONTPELIER ST,38.0251936,-78.5184531
10200,200 ESTES ST,38.0309982,-78.4938956
10201,2323 PRICE AVE,38.0274921,-78.5185863
10202,2314 PRICE AVE,38.0269732,-78.5178762
10203,1425 GENTRY LN,38.0519574,-78.48702639999999
10204,105 15TH STREET NW,38.0350987,-78.49971769999999
10205,200 RUGBY RD,38.0400484,-78.5014953
10206,1414 FOREST RIDGE RD,38.0237902,-78.4984352
10207,2312 PRICE AVE,38.026866,-78.51772
10208,973 ROCK CREEK RD,38.019946,-78.496988
10209,815 ORANGEDALE AVE,38.021275,-78.498356
10210,818 PROSPECT AVE,38.020164,-78.49736399999999
10211,743 PROSPECT AVE,38.023014,-78.49593
10212,943 RIVES ST,38.017003,-78.472315
10213,312 4TH STREET SE,38.028535,-78.4795013
10214,920 MONTICELLO AVE,38.022419,-78.47535599999999
10215,170 JEFFERSON PARK AVE,38.03329799999999,-78.49792889999999
10216,1609 UNIVERSITY AVE,38.035706,-78.50092099999999
10217,1642 DEL MAR DR,38.0513608,-78.4852871
10218,1605 DEL MAR DR,38.0506448,-78.48365230000002
10219,105 W WATER ST,38.0303274,-78.4820319
10220,604 CABELL AVE,38.0410366,-78.49733119999999
10221,1412 CARLTON AVE,38.021045,-78.466961
10222,1235 HOLMES AVE,38.0487359,-78.4618958
10223,100 MCINTIRE RD,38.0378149,-78.47884490000001
10224,909 W MAIN ST,38.0326593,-78.4942403
10225,1009 FOREST HILLS AVE,38.0255298,-78.4962157
10226,102 CEDAR HILL RD,38.0620271,-78.4971899
10227,00 7TH ST NE,38.0302562,-78.47656219999999
10228,421 PARK ST,38.0329796,-78.4766374
10229,300 PRESTON AVE,38.0330199,-78.4838521
10230,300 6TH STREET SW,38.0292897,-78.48963189999999
10231,1100 DRUID AVE,38.0165609,-78.47576959999999
10232,720 WEST ST,38.035113,-78.48868999999999
10233,214 E SOUTH ST,38.029436,-78.483058
10234,1411 UNIVERSITY WAY,38.0412666,-78.50200389999999
10235,1449 WESTWOOD CIR,38.044517,-78.4835635
10236,308 E MARKET ST,38.030849,-78.47943459999999
10237,112 5TH ST SE,38.029271,-78.47846299999999
10238,311 CARLTON RD,38.0217496,-78.4707765
10239,2506 WOODLAND DR,38.01996500000001,-78.5121952
10240,1407 GRADY AVE,38.0405164,-78.4967484
10241,1718 KING MOUNTAIN RD,38.0616859,-78.48187639999999
10242,310 2ND ST NE,38.0322775,-78.4797707
10243,1114 MONTROSE AVE,38.0184538,-78.4734517
10244,2700 JEFFERSON PARK AVE,38.0169976,-78.51200659999999
10245,22 ELLIEWOOD AVE,38.0367871,-78.50029959999999
10246,1000 UNIVERSITY CIR,38.0434267,-78.5033502
10247,400 E MAIN ST,38.0297705,-78.47925699999999
10248,1313 HAMMOND ST,38.0212405,-78.5129091
10249,1500 MELBOURNE RD,38.054857,-78.47316599999999
10250,810 HENRY AVE,38.03872500000001,-78.486398
10251,1401 CARLTON AVE,38.0215068,-78.463756
10252,934 BING LN,38.020415,-78.506924
10253,800 E WATER ST,38.0282286,-78.47397079999999
10254,1206 JEFFERSON PARK AVE,38.0330888,-78.49834469999999
10255,406 E WATER ST,38.0291659,-78.4793952
10256,737 GRAVES ST,38.0273626,-78.4751278
10257,800 UNIVERSITY CIR,38.0438199,-78.50320549999999
10258,503 W MAIN ST,38.0311212,-78.4877589
10259,731 W MAIN ST,38.0319142,-78.4906223
10260,1008 DRUID AVE,38.0170318,-78.4771258
10261,720 NORTHWOOD AVE,38.0364696,-78.4768594
10262,1300 FONTAINE AVE,38.0258721,-78.5150986
10263,0000 WATER ST LOT,38.0294361,-78.4811304
10264,106 W JEFFERSON ST,38.0321939,-78.4813662
10265,800 E MARKET ST,38.0295562,-78.47602909999999
10266,400 WEST DR,38.060662,-78.4451978
10267,000241 E JEFFERSON ST,38.0304692,-78.4737719
10268,411 UNIVERSITY AVE,38.0367289,-78.50338289999999
10269,1395 W MAIN ST,38.0335607,-78.4977068
10270,218 15TH ST NW,38.0356976,-78.4993896
10271,1016 COLEMAN ST,38.0386663,-78.4582544
10272,1407 WERTLAND ST,38.034754,-78.499242
10273,609 E MARKET ST,38.03049439999999,-78.4768816
10274,910 HENRY AVE,38.039562,-78.48747209999999
10275,500 12 1/2 ST NW,38.0337594,-78.4973622
10276,152 CARLTON AVE,38.0249444,-78.46842319999999
10277,2335 HIGHLAND AVE,38.022017,-78.5106741
10278,1713-2 ALLIED ST,38.0410681,-78.47806469999999
10279,1107 FOREST ST,38.0401097,-78.4839631
10280,804 HINTON AVE,38.0247837,-78.4762822
10281,110 NORTH BAKER ST,38.0268796,-78.5032736
10282,2306 SHELBY DR,38.0640092,-78.49661789999999
10283,601 E MARKET ST,38.0304758,-78.4772955
10284,310 10 1/2 ST NW,38.0358746,-78.4939518
10285,117 WALKER ST,38.03456720000001,-78.4812111
10286,823 RAINIER RD,38.020773,-78.506832
10287,910 BING LN,38.019945,-78.507646
10288,916 BING LN,38.020055,-78.50747899999999
10289,300 WOODLAND DR,38.0188973,-78.5117503
10290,2515 NAYLOR ST,38.0169614,-78.504916
10291,100 MOBILE LN,38.0124817,-78.5162297
10292,852 W MAIN ST,38.03195789999999,-78.4927608
10293,113 13TH ST NE,38.0341525,-78.4981081
10294,216 9TH ST SW,38.0307222,-78.4944636
10295,200 ROSSER AVE E,38.0399134,-78.4920898
10296,900 GARRETT ST,38.0268526,-78.47778819999999
10297,704 MADISON AVE,38.040919,-78.495351
10298,900 RUGBY AVE,38.0439084,-78.4963933
10299,700 W MARKET ST,38.0319643,-78.4825371
10300,606 E MARKET ST,38.0302004,-78.4773534
10301,1524 VIRGINIA AVE,38.038329,-78.4996579
10302,1507 GRADY AVE,38.0409258,-78.4975815
10303,044 UNIVERSITY WAY,38.0419181,-78.5018532
10304,200 ALDERMAN RD,38.0407259,-78.5130549
10305,464 ALTAMONT ST,38.0352374,-78.48151039999999
10306,701 E MARKET ST,38.030246,-78.47622600000001
10307,1414 UNIVERSITY AVE,38.0340155,-78.5001058
10308,400 EMMET ST S,38.0363511,-78.50733819999999
10309,418 LEXINGTON AVE,38.0316452,-78.4736867
10310,2248 14TH STREET NW,38.0375221,-78.4977858
10311,17 UNIVERSITY AVE,38.0367289,-78.50338289999999
10312,105 3RD STREET NE,38.030695,-78.47994899999999
10313,419 9TH STREET NW,38.0362041,-78.4902672
10314,1104 ROSSER AVE,38.0398743,-78.4935522
10315,2539 WOODLAND DR,38.01782499999999,-78.511298
10316,940 ROCK CREEK RD,38.0193117,-78.4978454
10317,818 ORANGEDALE AVE,38.020829,-78.498049
10318,212 MONTE VISTA AVE,38.01548289999999,-78.51392609999999
10319,113 LODGE CREEK CIR,38.01624,-78.504092
10320,104B LONGWOOD DR,38.0293059,-78.47667810000002
10321,114A LONGWOOD DR,38.0293059,-78.47667810000002
10322,1007 FOREST HILL AVE,38.0255487,-78.4959938
10323,108 LONGWOOD DR,38.0293059,-78.47667810000002
10324,604 RAINIER RD,38.0209777,-78.5092214
10325,319 MARKET ST E,38.0310586,-78.478939
10326,1399 MAIN ST W,38.0341747,-78.4994301
10327,530 RIDGE ST,38.0257869,-78.4884914
10328,112 W MARKET ST,38.0314008,-78.4814944
10329,619 BOOKER ST,38.03823939999999,-78.4889791
10330,503 E MARKET ST,38.0305074,-78.47772429999999
10331,115 2ND STREET NE,38.0309939,-78.48055320000002
10332,1010 CALHOUN ST,38.0396818,-78.4627395
10333,902 MARSHALL ST,38.0397115,-78.46792239999999
10334,114 2ND STREET SE,38.0304624,-78.4808273
10335,102 WATER ST E,38.0295788,-78.4816465
10336,718 MADISON LN,38.0412845,-78.494633
10337,742 MADISON AVE,38.0415893,-78.4932312
10338,1613 UNIVERSITY AVE,38.0359134,-78.5014097
10339,500 UNIVERSITY AVE,38.0367289,-78.50338289999999
10340,1810 FENDALL AVE,38.0437223,-78.49877529999999
10341,103 WESTERLY AVE,38.025871,-78.522644
10342,824 MONTICELLO RD,38.0245726,-78.4755552
10343,1100 THOMSON RD,38.036541,-78.5078506
10344,111 SHASTA CT,38.0127668,-78.509976
10345,100 MARION CT,38.0164334,-78.51570149999999
10346,502 MOSELEY DR,38.015429,-78.5063
10347,218 STRIBLING AVE,38.0224199,-78.52054199999999
10348,902 MONTROSE AVE,38.0202502,-78.47748100000001
10349,99 UNIVERSITY WAY,38.0423801,-78.5013762
10350,337 15TH STREET NW,38.0373683,-78.4993776
10351,1204 12TH STREET NW,38.0407525,-78.4935607
10352,415 2ND STREET NE,38.0338231,-78.47939020000001
10353,1320 EARLY ST,38.0192425,-78.4833859
10354,915 BING LN,38.020322,-78.507859
10355,919 BING LN,38.020426,-78.507701
10356,921 BING LN,38.0204669,-78.507641
10357,717 PROSPECT AVE,38.0239963,-78.49515029999999
10358,713 PROSPECT AVE,38.024192,-78.495003
10359,711 PROSPECT AVE,38.0243289,-78.4949674
10360,700Q LYONS AVE,38.0388421,-78.47197539999999
10361,315 FAIRWAY AVE,38.0271299,-78.46247290000001
10362,631 BLENHEIM AVE,38.0230136,-78.4810773
10363,1012 TUFTON AVE,38.0217307,-78.47388459999999
10364,1500 PEN PARK LN,38.0507063,-78.4516925
10365,503 16TH STREET NW,38.0402737,-78.4988347
10366,1601 GRADY AVE,38.0407282,-78.4984796
10367,602 13TH STREET NW,38.0400103,-78.49492839999999
10368,399 10TH ST NW,38.0373033,-78.49226879999999
10369,100 JEANETTE LANCASTER WAY,38.0309853,-78.50221789999999
10370,110 THOMAS DR,38.0261077,-78.50620320000002
10371,508 MEADE AVE,38.0304401,-78.4644824
10372,212 DOUGLAS AVE,38.0260606,-78.47392900000001
10373,134 CARLTON RD,38.0255257,-78.4681124
10374,416 E JEFFERSON ST,38.0313461,-78.478048
10375,118 MAYWOOD LN,38.0286209,-78.5078465
10376,401 E JEFFERSON ST,38.0315787,-78.47854699999999
10377,102 14TH ST NW,38.0341245,-78.4993674
10378,900 SPRIGG LN,38.0387731,-78.5081579
10379,411 E HIGH ST,38.0323788,-78.47737
10380,400 MADISON AVE,38.0409275,-78.4957163
10381,200 13TH STREET NW,38.0344404,-78.4979092
10382,1415 CHERRY AVE,38.0247006,-78.5026966
10383,805 ANDERSON ST,38.0352758,-78.4899564
10384,115 MONTE VISTA AVE,38.0169712,-78.5137042
10385,37 UNIVERSITY WAY,38.0414959,-78.5018798
10386,1506 TRAILRIDGE RD,38.0234482,-78.5042723
10387,100 CREAM ST,38.0321275,-78.4900612
10388,107 KELSEY CT,38.0420571,-78.4859165
10389,1110 MEADOW ST,38.0422974,-78.4865198
10390,203 JEFFERSON ST E,38.0320624,-78.48006219999999
10391,910 GROVE AVE,38.0347757,-78.4677442
10392,749 PROSPECT AVE,38.022784,-78.4961
10393,226 WATER ST E,38.0295688,-78.4803965
10394,1027 FOREST HILL AVE,38.0255652,-78.4978138
10395,1817 FENDALL AVE,38.0444162,-78.4990567
10396,1822 EDGEWOOD LN,38.04404359999999,-78.5006547
10397,1237 PRESTON AVE,38.0436334,-78.4931971
10398,935 MONTROSE AVE,38.0201134,-78.4761965
10399,919 KING ST,38.0295284,-78.4966002
10400,705 DALE AVE,38.0367018,-78.48642699999999
10401,1104 FORREST ST,38.0401706,-78.4833415
10402,747 PROSPECT AVE,38.022863,-78.496042
10403,142 BURNET ST,38.0223428,-78.4879143
10404,158 BURNET ST,38.0230523,-78.4872484
10405,164 BURNET ST,38.023424,-78.48729279999999
10406,601 HINTON AVE,38.0267146,-78.47930140000001
10407,1 BROOKWOOD DR,38.01801,-78.4938067
10408,710 1ST STREET S,38.0259925,-78.4838844
10409,217 BROOKWOOD DR,38.018735,-78.493736
10410,611 BELMONT AVE,38.0257572,-78.47952339999999
10411,829 MONTICELLO AVE,38.02321540000001,-78.4761046
10412,196 BROOKWOOD DR,38.0178845,-78.49359659999999
10413,608 BROWN ST,38.0323872,-78.4888022
10414,131 BAYLOR LN,38.0191885,-78.4915102
10415,125 BURNET ST,38.02319,-78.4881252
10416,154 BURNET ST,38.0228615,-78.48738150000001
10417,112 ROYS PL,38.018205,-78.48941490000001
10418,15TH 15TH STREET NW,38.0381159,-78.4985215
10419,308 RIVERSIDE AVE,38.024438,-78.455001
10420,206 ROBERTSON AVE,38.024242,-78.51248300000002
10421,1400 MADISON AVE,38.0413574,-78.4845799
10422,1331 MAIN ST W,38.0339649,-78.4990357
10423,734 LOCUST AVE,38.035108,-78.4686674
10424,1207 HAZEL ST,38.03459,-78.46611419999999
10425,700 ELLIEWOOD AVE,38.0362543,-78.5003474
10426,1738 ALLIED ST,38.0410584,-78.4793236
10427,715 PROSPECT AVE,38.02412400000001,-78.49508
10428,314 WATER ST E,38.0293251,-78.4799709
10429,1405 UNIVERSITY AVE,38.034497,-78.50004899999999
10430,1610 UNIVERSITY AVE,38.0357042,-78.5012404
10431,1360 HENRY AVE,38.0394627,-78.4878219
10432,813 ORANGEDALE AVE,38.021354,-78.498295
10433,199 BROOKWOOD DR,38.0179771,-78.4940633
10434,1020 PAGE ST,38.03541999999999,-78.4943069
10435,128 MAYWOOD LN,38.028643,-78.50720799999999
10436,776 RIDGE ST,38.0224182,-78.49115499999999
10437,1427 UNIVERSITY AVE,38.0346931,-78.5001664
10438,114 OLD PRESTON AVE,38.03189649999999,-78.4831828
10439,30 GARRETT ST,38.0290794,-78.4840012
10440,909 RAYMOND RD,38.0184805,-78.4930195
10441,1012 ALTAVISTA AVE,38.0177238,-78.4762822
10442,180 PALATINE AVE,38.01569750000001,-78.48100869999999
10443,717 MONTROSE AVE,38.0218296,-78.4798342
10444,914 ALTAVISTA AVE,38.0183541,-78.47770299999999
10445,218 PALATINE AVE,38.0151706,-78.4798675
10446,704 PALATINE AVE,38.0170663,-78.48397419999999
10447,824 LOCUST AVE,38.03608140000001,-78.4675796
10448,2321 CRESTMONT AVE,38.0214449,-78.5123145
10449,1002 MONTROSE AVE,38.0195251,-78.475927
10450,204 PALATINE AVE,38.01555099999999,-78.4807221
10451,1610 MULBERRY AVE,38.0235237,-78.5073128
10452,1911 CEDAR HILL RD,38.0640744,-78.4944845
10453,833 VILLAGE RD,38.0182204,-78.50278540000001
10454,810 VILLAGE RD,38.0178992,-78.4999445
10455,821 CABELL AVE,38.043045,-78.4953759
10456,1840 WAYSIDE PL,38.0441527,-78.5022062
10457,1309 JONES ST,38.0288571,-78.4990127
10458,1219 GORDON AVE,38.0389337,-78.4955942
10459,726 PARK ST,38.0387279,-78.47370699999999
10460,610 GILLESPIE AVE,38.0325832,-78.4656258
10461,705 2ND STREET SE,38.02640359999999,-78.48272089999999
10462,205 SOUTH ST W,38.0296283,-78.4830252
10463,2327 GLENN CT,38.0691654,-78.47379529999999
10464,206 14TH STREET NW,38.0349288,-78.4988347
10465,233 STRIBLING AVE,38.0225381,-78.52173730000001
10466,903 BING LN,38.02011,-78.508179
10467,909 BING LN,38.020216,-78.50801899999999
10468,913 BING LN,38.020287,-78.507913
10469,1700 CARROLLTON TERR,38.0275412,-78.51006149999999
10470,900 E MARKET ST,38.0294993,-78.4750778
10471,310 E MARKET ST,38.0309826,-78.4793526
10472,200 WEST ST,38.0368461,-78.49073159999999
10473,223 W SOUTH ST,38.029338,-78.482687
10474,122 CALHOUN ST,38.0405399,-78.4635181
10475,216 W SOUTH ST,38.0293059,-78.47667810000002
10476,229 LANKFORD AVE,38.0233604,-78.49005629999999
10477,711 BROWN ST,38.0328246,-78.4895125
10478,413 RIDGE ST,38.0275367,-78.48720399999999
10479,1101 PRESTON AVE,38.0425244,-78.4924363
10480,908 BLENHEIM AVE,38.020854,-78.47645399999999
10481,1226 HOLMES AVE,38.04813559999999,-78.4610854
10482,622 MCINTIRE RD,38.0378341,-78.4782802
10483,505 PARK PLZ,38.0343297,-78.4783246
10484,624 PROSPECT AVE,38.0251931,-78.494772
10485,1017 W MAIN ST,38.0330379,-78.4954204
10486,700 16TH ST NW,38.0407333,-78.497982
10487,900 DRUID AVE,38.017986,-78.47934579999999
10488,1200 COLEMAN CT,38.0392208,-78.4582415
10489,911 MARTIN ST,38.0382711,-78.4645601
10490,2400 BROOK RD,38.064552,-78.4691023
10491,400 2ND ST NW,38.033145,-78.4813028
10492,399 15TH ST NW,38.0380977,-78.4985299
10493,201 E JEFFERSON ST,38.0320677,-78.4800788
10494,700 5TH ST SW,38.0249811,-78.4902646
10495,314 MEADE AVE,38.0283665,-78.46579229999999
10496,100 SONOMA ST,38.0209991,-78.4730137
10497,823 HENRY AVE,38.03906,-78.4861385
10498,500 6TH ST SW,38.0272898,-78.4909879
10499,110 5TH ST SW,38.0308444,-78.4876598
10500,199 5TH ST SE,38.0290828,-78.4788774
10501,301 E MARKET ST,38.0311936,-78.4794124
10502,933 MONTICELLO AVE,38.0219085,-78.4744891
10503,1117 BARRACKS RD,38.0485742,-78.4935405
10504,1523 TRAILRIDGE RD,38.0222068,-78.5026522
10505,617 MOSELEY DR,38.0140241,-78.5096875
10506,232 HUNTLEY AVE,38.019961,-78.519607
10507,932 RAINIER RD,38.020325,-78.50841700000001
10508,608 MOSELEY DR,38.0135408,-78.50913270000001
10509,748 ORANGEDALE AVE,38.022626,-78.496668
10510,1210 CHERRY AVE,38.0268278,-78.4998557
10511,1408 MIDLAND ST,38.0202434,-78.467413
10512,600 RIALTO ST,38.0243755,-78.47696979999999
10513,409 MONTICELLO AVE,38.0286459,-78.4860362
10514,1004 LINDA CT,38.0625362,-78.4988665
10515,200 PATON ST,38.0285052,-78.50257839999999
10516,50 UNIVERSITY AVE,38.0367289,-78.50338289999999
10517,40 14TH ST NW,38.0341443,-78.49929999999999
10518,515 E WATER ST,38.02906180000001,-78.4782802
10519,906 BING LN,38.019874,-78.507752
10520,908 BING LN,38.019908,-78.50769799999999
10521,912 BING LN,38.019979,-78.507592
10522,930 BING LN,38.020335,-78.507054
10523,906 RAINIER RD,38.020829,-78.50766
10524,110 5TH ST SE,38.0293386,-78.4786677
10525,107 7TH ST NE,38.0297212,-78.47686329999999
10526,400 6TH ST SW,38.0285433,-78.4899564
10527,1400 BARRACKS RD,38.0476183,-78.4935552
10528,123 13TH STREET NW,38.0336191,-78.49819509999999
10529,201 MARKET ST W,38.0314095,-78.4799451
10530,420 5TH STREET SE,38.0294987,-78.4786627
10531,214 9TH STREET NW,38.0353346,-78.491377
10532,719 MONTROSE AVE,38.0217348,-78.47970099999999
10533,406 11TH STREET NE,38.0312496,-78.47028809999999
10534,213 LANKFORD AVE,38.02290139999999,-78.4890241
10535,1515 VIRGINIA AVE,38.0386404,-78.4992343
10536,371 MAIN ST W,38.0335189,-78.4986565
10537,505 W MAIN ST,38.03131580000001,-78.48786989999999
10538,332 7 1/2 ST SW,38.0286182,-78.4919541
10539,312 7 1/2 ST SW,38.0292957,-78.491377
10540,1211 CHERRY AVE,38.0270305,-78.5002552
10541,813 W MAIN ST,38.0318814,-78.4911353
10542,921 PAGE ST,38.0347549,-78.493082
10543,4 UNIVERSITY CT,38.037428,-78.4980155
10544,1904 STADIUM RD,38.0291342,-78.5133048
10545,729 PROSPECT AVE,38.023553,-78.495507
10546,2310 BRANDYWINE DR,38.0691911,-78.4729437
10547,700 CYNTHIANNA AVE,38.0397318,-78.4840272
10548,1300 E JEFFERSON ST,38.0277268,-78.4665456
10549,165 MADISON AVE,38.0384151,-78.50149809999999
10550,113 14TH STREET NW,38.03469680000001,-78.4995007
10551,1315 W MAIN ST,38.0335607,-78.4977068
10552,442 MOSELEY DR,38.0166118,-78.5063363
10553,085 85 250 BYPASS,38.0391779,-78.4698583
10554,804 BELMONT AVE,38.0240692,-78.47673429999999
10555,3 ELLIEWOOD AVE,38.0356302,-78.5005659
10556,204 14TH ST NW,38.0348834,-78.4988426
10557,1100 13TH STREET NE,38.0309183,-78.4659418
10558,128 MADISON AVE,38.0370702,-78.5016716
10559,145 MADISON AVE,38.0420189,-78.4900238
10560,03 ELLIEWOOD AVE,38.035631,-78.5005994
10561,909 NALLE ST,38.030328,-78.49435
10562,136 MONTROSE AVE,38.0205918,-78.47765919999999
10563,3 UNIVERSITY WAY,38.0413508,-78.50195819999999
10564,38 UNIVERSITY AVE,38.0367289,-78.50338289999999
10565,918 BING LN,38.020119,-78.50738199999999
10566,920 BING LN,38.020159,-78.50732099999999
10567,928 BING LN,38.0203799,-78.5071976
10568,223 9TH STREET NW,38.0351589,-78.4909892
10569,412 3RD STREET NE,38.0330825,-78.4785022
10570,832 MONTICELLO AVE,38.02289,-78.4764489
10571,1223 HOLMES AVE,38.04779449999999,-78.4614517
10572,1000 250 E/B OFF RAMP EMMETT N,38.0517253,-78.50008679999999
10573,103 BAKER ST N,38.0260809,-78.5034512
10574,404 ROBERTSON AVE,38.0243033,-78.5106489
10575,310 MARKET ST,38.0309826,-78.4793526
10576,213 2ND ST SE,38.0297203,-78.48114319999999
10577,336 6TH STREET SW,38.0280879,-78.49024270000001
10578,511 13TH STREET NW,38.0396273,-78.4955942
10579,707 E JEFFERSON ST,38.0311605,-78.4755718
10580,230 DOUGLAS AVE,38.0246634,-78.4750062
10581,207 2ND STREET SW,38.0299589,-78.48296590000001
10582,205 7TH STREET NE,38.03037399999999,-78.47670180000001
10583,300 HARMON ST,38.028175,-78.5130616
10584,414 E MARKET ST,38.0303719,-78.4783246
10585,100 CONCORD AVE,38.0387515,-78.4843439
10586,120 MAYWOOD LN,38.0289035,-78.5082599
10587,1405 UNASSIGNED,38.0293059,-78.47667810000002
10588,400 11TH STREET NW,38.0376423,-78.4940211
10589,400 EMMET ST N,38.0436935,-78.5049604
10590,107 1ST STREET S,38.0303769,-78.48180649999999
10591,111 3RD STREET NE,38.0307222,-78.4799446
10592,11 3RD STREET NE,38.030321,-78.47998919999999
10593,110 2ND STREET NW,38.0313346,-78.4820908
10594,308 ALDERMAN RD,38.0393614,-78.51431989999999
10595,300 JOHN ST,38.0368649,-78.4968052
10596,1001 PRESTON AVE,38.0409832,-78.49076099999999
10597,226 E SOUTH ST,33.8598147,-118.1909027
10598,609 9TH ST SW,38.0263961,-78.49535689999999
10599,800 VILLAGE RD,38.0181545,-78.50087669999999
10600,112 THOMAS DR,38.0262082,-78.5059812
10601,710 SHAMROCK RD,38.0204024,-78.5025634
10602,1204 CHERRY AVE,38.0272635,-78.49972249999999
10603,310 AZALEA DR,38.0111475,-78.5125946
10604,2730 MCELROY DR,38.013716,-78.516592
10605,112 WATER ST W,38.0305594,-78.48207620000001
10606,407 WATER ST W,38.0294137,-78.4792667
10607,2417 SUNSET AVE,38.0214253,-78.51833909999999
10608,1002 2ND ST SE,38.0232537,-78.48391869999999
10609,811 RIDGE ST,38.021999,-78.492132
10610,318 11TH ST NW,38.0364984,-78.4944845
10611,222 1ST STREET S,38.0299017,-78.4819413
10612,170 MADISON AVE,38.0420189,-78.4900238
10613,1121 EMMET ST N,38.0523622,-78.5018283
10614,1800 JOHN ST,38.0372334,-78.4979201
10615,173 MADISON LN,38.03814089999999,-78.50137219999999
10616,201 W WATER ST,38.0304639,-78.4826791
10617,5TH 5TH ST NE,38.0298397,-78.47850050000001
